canonical_key,display_name,state_at_creation,established_year,closed_year,is_active,origin_kind,census_years_present,first_census_year,last_census_year,max_area_km2,min_area_km2,area_change_km2,area_km2_1951,area_km2_1961,area_km2_1971,area_km2_1981,area_km2_1991,area_km2_2001,area_km2_2011,area_km2_2021,area_km2_2025
IND-001359,Lower Subansiri,Arunachal Pradesh,2025,,True,NEW,1,2025,2025,1942.489,1942.489,0.0,,,,,,,,,1942.489
IND-001143,Namsai,Arunachal Pradesh,2021,,True,NEW,2,2021,2025,1341.975,1340.95,1.024,,,,,,,,1340.95,1341.975
IND-001148,Pakke Kessang,Arunachal Pradesh,2021,,True,NEW,2,2021,2025,1909.953,1903.573,6.38,,,,,,,,1903.573,1909.953
IND-000776,Papum Pare,Arunachal Pradesh,2001,2021.0,False,NEW,2,2001,2011,3364.323,3352.98,11.343,,,,,,3364.323,3352.98,,
IND-001135,Papum Pare,Arunachal Pradesh,2021,,True,NEW,2,2021,2025,3773.724,3446.492,327.231,,,,,,,,3773.724,3446.492
IND-001147,Shi Yomi,Arunachal Pradesh,2021,,True,NEW,2,2021,2025,2640.053,2617.51,22.543,,,,,,,,2640.053,2617.51
IND-001146,Siang,Arunachal Pradesh,2021,,True,NEW,2,2021,2025,3450.88,3447.866,3.014,,,,,,,,3447.866,3450.88
IND-001031,Tawang,Arunachal Pradesh,2011,2021.0,False,NEW,1,2011,2011,2173.877,2173.877,0.0,,,,,,,2173.877,,
IND-001134,Tawang,Arunachal Pradesh,2021,,True,NEW,2,2021,2025,2456.638,2356.434,100.204,,,,,,,,2356.434,2456.638
IND-001136,Tirap,Arunachal Pradesh,2021,,True,NEW,2,2021,2025,1174.613,1087.43,87.183,,,,,,,,1087.43,1174.613
IND-000779,Upper Siang,Arunachal Pradesh,2001,,True,NEW,4,2001,2025,6854.764,6614.686,240.078,,,,,,6854.764,6614.686,6777.068,6701.54
IND-000490,Upper Subansiri,Arunachal Pradesh,1981,2011.0,False,NEW,3,1981,2001,5968.82,5968.792,0.027,,,,5968.792,5968.82,5968.82,,,
IND-001032,Upper Subansiri,Arunachal Pradesh,2011,,True,NEW,3,2011,2025,6736.205,6402.685,333.52,,,,,,,6736.205,6402.685,6482.544
IND-000488,West Kameng,Arunachal Pradesh,1981,1991.0,False,NEW,1,1981,1981,7137.061,7137.061,0.0,,,,7137.061,,,,,
IND-000491,West Siang,Arunachal Pradesh,1981,2011.0,False,NEW,3,1981,2001,7909.431,7909.408,0.023,,,,7909.431,7909.408,7909.408,,,
IND-001033,West Siang,Arunachal Pradesh,2011,2021.0,False,NEW,1,2011,2011,8361.155,8361.155,0.0,,,,,,,8361.155,,
IND-001149,West Siang,Arunachal Pradesh,2021,,True,NEW,2,2021,2025,1355.344,1333.428,21.917,,,,,,,,1355.344,1333.428
IND-000629,Changlang,Arunachal_Pradesh,1991,,True,NEW,5,1991,2025,5029.736,4948.253,81.483,,,,,4973.194,4973.194,5023.752,5029.736,4948.253
IND-000630,Tawang,Arunachal_Pradesh,1991,2011.0,False,NEW,2,1991,2001,2335.22,2335.22,0.0,,,,,2335.22,2335.22,,,
IND-000631,Tirap,Arunachal_Pradesh,1991,2021.0,False,NEW,3,1991,2011,2171.479,2019.305,152.174,,,,,2171.479,2171.479,2019.305,,
IND-000632,West_Kameng,Arunachal_Pradesh,1991,,True,NEW,5,1991,2025,5030.825,4801.627,229.198,,,,,4801.627,4801.627,4962.139,5030.825,4916.455
IND-000046,Abor Hills,Assam,1951,1961.0,False,ANCHOR,1,1951,1951,37044.454,37044.454,0.0,37044.454,,,,,,,,
IND-001070,Baksa,Assam,2011,,True,NEW,3,2011,2025,2442.694,2430.368,12.326,,,,,,,2442.694,2430.368,2439.913
IND-000048,Balipara Frontier Tract,Assam,1951,1981.0,False,ANCHOR,3,1951,1971,13408.959,13408.959,0.0,13408.959,13408.959,13408.959,,,,,,
IND-000516,Barpeta,Assam,1981,1991.0,False,NEW,1,1981,1981,3254.147,3254.147,0.0,,,,3254.147,,,,,
IND-000638,Barpeta,Assam,1991,2001.0,False,NEW,1,1991,1991,2866.106,2866.106,0.0,,,,,2866.106,,,,
IND-000803,Barpeta,Assam,2001,2011.0,False,NEW,1,2001,2001,3254.188,3254.188,0.0,,,,,,3254.188,,,
IND-001062,Barpeta,Assam,2011,,True,NEW,3,2011,2025,2322.334,2278.55,43.783,,,,,,,2322.334,2278.55,2289.136
IND-001199,Biswanath,Assam,2021,2025.0,False,NEW,1,2021,2021,1782.882,1782.882,0.0,,,,,,,,1782.882,
IND-001373,Biswanath,Assam,2025,,True,NEW,1,2025,2025,2220.114,2220.114,0.0,,,,,,,,,2220.114
IND-000514,Bongaigaon,Assam,1981,1991.0,False,NEW,1,1981,1981,2262.73,2262.73,0.0,,,,2262.73,,,,,
IND-000639,Bongaigaon,Assam,1991,2001.0,False,NEW,1,1991,1991,2765.654,2765.654,0.0,,,,,2765.654,,,,
IND-000802,Bongaigaon,Assam,2001,2011.0,False,NEW,1,2001,2001,2936.824,2936.824,0.0,,,,,,2936.824,,,
IND-001065,Bongaigaon,Assam,2011,,True,NEW,3,2011,2025,1118.104,1061.853,56.252,,,,,,,1061.853,1088.176,1118.104
IND-000010,Cachar,Assam,1951,1981.0,False,ANCHOR,3,1951,1971,6939.865,6939.865,0.0,6939.865,6939.865,6939.865,,,,,,
IND-000540,Cachar,Assam,1981,1991.0,False,NEW,1,1981,1981,3826.375,3826.375,0.0,,,,3826.375,,,,,
IND-000640,Cachar,Assam,1991,2001.0,False,NEW,1,1991,1991,4558.909,4558.909,0.0,,,,,4558.909,,,,
IND-000807,Cachar,Assam,2001,,True,NEW,4,2001,2025,3826.408,3781.956,44.453,,,,,,3826.408,3781.956,3783.329,3783.801
IND-001197,Charaideo,Assam,2021,,True,NEW,2,2021,2025,1068.181,1013.009,55.172,,,,,,,,1068.181,1013.009
IND-001066,Chirang,Assam,2011,,True,NEW,3,2011,2025,1931.896,1912.788,19.107,,,,,,,1931.896,1926.546,1912.788
IND-000020,Darrang,Assam,1951,1981.0,False,ANCHOR,3,1951,1971,8919.336,8919.336,0.0,8919.336,8919.336,8919.336,,,,,,
IND-000519,Darrang,Assam,1981,2011.0,False,NEW,3,1981,2001,3655.974,3655.97,0.004,,,,3655.974,3655.97,3655.97,,,
IND-001071,Darrang,Assam,2011,,True,NEW,3,2011,2025,1583.621,1580.341,3.28,,,,,,,1580.341,1583.621,1583.402
IND-000522,Dhemaji,Assam,1981,1991.0,False,NEW,1,1981,1981,3321.292,3321.292,0.0,,,,3321.292,,,,,
IND-000641,Dhemaji,Assam,1991,2001.0,False,NEW,1,1991,1991,2975.174,2975.174,0.0,,,,,2975.174,,,,
IND-000805,Dhemaji,Assam,2001,,True,NEW,4,2001,2025,2597.752,2478.994,118.759,,,,,,2597.752,2577.942,2482.8,2478.994
IND-000512,Dhubri,Assam,1981,2011.0,False,NEW,3,1981,2001,2656.421,2656.378,0.043,,,,2656.378,2656.421,2656.421,,,
IND-001061,Dhubri,Assam,2011,2021.0,False,NEW,1,2011,2011,2163.364,2163.364,0.0,,,,,,,2163.364,,
IND-001196,Dhubri,Assam,2021,,True,NEW,2,2021,2025,1659.399,1556.82,102.579,,,,,,,,1556.82,1659.399
IND-000528,Dibrugarh,Assam,1981,,True,NEW,6,1981,2025,3387.14,3370.727,16.413,,,,3387.14,3387.136,3387.136,3370.727,3379.44,3380.081
IND-000036,Garo Hills,Assam,1951,1981.0,False,ANCHOR,3,1951,1971,7959.739,7959.739,0.0,7959.739,7959.739,7959.739,,,,,,
IND-000018,Goalpara,Assam,1951,1981.0,False,ANCHOR,3,1951,1971,8084.736,8084.736,0.0,8084.736,8084.736,8084.736,,,,,,
IND-000515,Goalpara,Assam,1981,,True,NEW,6,1981,2025,1994.175,1955.298,38.877,,,,1988.976,1988.975,1988.975,1994.175,1978.853,1955.298
IND-000525,Golaghat,Assam,1981,,True,NEW,6,1981,2025,3523.678,3151.833,371.844,,,,3151.84,3223.795,3151.833,3280.12,3523.678,3225.033
IND-000539,Hailakandi,Assam,1981,,True,NEW,6,1981,2025,1341.735,1329.073,12.662,,,,1341.713,1341.735,1341.735,1337.739,1329.073,1329.755
IND-001200,Hojai,Assam,2021,,True,NEW,2,2021,2025,1455.758,1455.477,0.281,,,,,,,,1455.477,1455.758
IND-000526,Jorhat,Assam,1981,2021.0,False,NEW,4,1981,2011,3182.507,3142.67,39.837,,,,3142.67,3142.672,3142.672,3182.507,,
IND-001193,Jorhat,Assam,2021,,True,NEW,2,2021,2025,2048.026,1865.779,182.247,,,,,,,,2048.026,1865.779
IND-000019,Kamrup,Assam,1951,1981.0,False,ANCHOR,3,1951,1971,12246.802,12246.802,0.0,12246.802,12246.802,12246.802,,,,,,
IND-000518,Kamrup,Assam,1981,2011.0,False,NEW,3,1981,2001,4588.65,4588.641,0.009,,,,4588.65,4588.641,4588.641,,,
IND-001067,Kamrup,Assam,2011,,True,NEW,3,2011,2025,3124.651,3102.939,21.712,,,,,,,3105.626,3102.939,3124.651
IND-001068,Kamrup Metropolitan,Assam,2011,,True,NEW,3,2011,2025,991.173,971.979,19.194,,,,,,,982.752,991.173,971.979
IND-001202,Karbi Anglong,Assam,2021,,True,NEW,2,2021,2025,7325.26,7323.46,1.8,,,,,,,,7323.46,7325.26
IND-000533,Karimganj,Assam,1981,,True,NEW,6,1981,2025,1840.006,1771.942,68.064,,,,1772.023,1771.942,1771.942,1790.712,1840.006,1812.923
IND-000513,Kokrajhar,Assam,1981,2001.0,False,NEW,2,1981,1991,3439.322,3324.507,114.814,,,,3439.322,3324.507,,,,
IND-000801,Kokrajhar,Assam,2001,2011.0,False,NEW,1,2001,2001,2765.015,2765.015,0.0,,,,,,2765.015,,,
IND-001060,Kokrajhar,Assam,2011,,True,NEW,3,2011,2025,3147.394,3105.938,41.456,,,,,,,3147.394,3130.877,3105.938
IND-000023,Lakhimpur,Assam,1951,1981.0,False,ANCHOR,3,1951,1971,12685.686,12685.686,0.0,12685.686,12685.686,12685.686,,,,,,
IND-000521,Lakhimpur,Assam,1981,1991.0,False,NEW,1,1981,1981,2192.378,2192.378,0.0,,,,2192.378,,,,,
IND-000642,Lakhimpur,Assam,1991,2001.0,False,NEW,1,1991,1991,2538.691,2538.691,0.0,,,,,2538.691,,,,
IND-000804,Lakhimpur,Assam,2001,,True,NEW,4,2001,2025,2998.086,2868.81,129.275,,,,,,2916.091,2868.81,2998.086,2996.071
IND-000026,Lushai Hills,Assam,1951,1981.0,False,ANCHOR,3,1951,1971,21081.144,21081.144,0.0,21081.144,21081.144,21081.144,,,,,,
IND-001198,Majuli,Assam,2021,2025.0,False,NEW,1,2021,2021,787.063,787.063,0.0,,,,,,,,787.063,
IND-001374,Majuli,Assam,2025,,True,NEW,1,2025,2025,1270.103,1270.103,0.0,,,,,,,,,1270.103
IND-000523,Marigaon,Assam,1981,2011.0,False,NEW,3,1981,2001,1632.223,1632.14,0.082,,,,1632.223,1632.14,1632.14,,,
IND-000424,Mikir Hills,Assam,1971,2021.0,False,NEW,5,1971,2011,10454.007,10282.027,171.979,,,10282.027,10282.027,10282.032,10282.032,10454.007,,
IND-000045,Mishmi Hills,Assam,1951,1981.0,False,ANCHOR,3,1951,1971,23804.685,23804.685,0.0,23804.685,23804.685,23804.685,,,,,,
IND-001063,Morigaon,Assam,2011,,True,NEW,3,2011,2025,1511.11,1506.692,4.418,,,,,,,1506.692,1510.94,1511.11
IND-000025,Naga Hills,Assam,1951,1961.0,False,ANCHOR,1,1951,1951,10556.163,10556.163,0.0,10556.163,,,,,,,,
IND-000049,Naga Tribal Area,Assam,1951,1981.0,False,ANCHOR,3,1951,1971,6018.66,6018.66,0.0,6018.66,6018.66,6018.66,,,,,,
IND-000524,Nagaon,Assam,1981,2011.0,False,NEW,3,1981,2001,4076.653,4076.638,0.015,,,,4076.653,4076.638,4076.638,,,
IND-001064,Nagaon,Assam,2011,2021.0,False,NEW,1,2011,2011,3986.015,3986.015,0.0,,,,,,,3986.015,,
IND-001195,Nagaon,Assam,2021,,True,NEW,2,2021,2025,2578.238,2577.668,0.57,,,,,,,,2578.238,2577.668
IND-000517,Nalbari,Assam,1981,2011.0,False,NEW,3,1981,2001,2141.209,2141.193,0.015,,,,2141.209,2141.193,2141.193,,,
IND-001069,Nalbari,Assam,2011,,True,NEW,3,2011,2025,1046.596,1042.677,3.919,,,,,,,1042.677,1046.596,1045.595
IND-000425,North Cachar Hills,Assam,1971,1991.0,False,NEW,2,1971,1981,4896.225,4896.225,0.0,,,4896.225,4896.225,,,,,
IND-000806,North Cachar Hills,Assam,2001,,True,NEW,4,2001,2025,4902.856,4883.622,19.234,,,,,,4896.204,4902.856,4883.835,4883.622
IND-000643,North_Cachar_Hills,Assam,1991,2001.0,False,NEW,1,1991,1991,4163.708,4163.708,0.0,,,,,4163.708,,,,
IND-000021,Nowgong,Assam,1951,1981.0,False,ANCHOR,3,1951,1971,5708.704,5708.704,0.0,5708.704,5708.704,5708.704,,,,,,
IND-000022,Sibsagar,Assam,1951,1981.0,False,ANCHOR,3,1951,1971,8936.702,8936.702,0.0,8936.702,8936.702,8936.702,,,,,,
IND-000527,Sibsagar,Assam,1981,2021.0,False,NEW,4,1981,2011,2641.924,2620.058,21.866,,,,2641.924,2641.895,2641.895,2620.058,,
IND-001192,Sivasagar,Assam,2021,,True,NEW,2,2021,2025,1630.459,1572.717,57.742,,,,,,,,1572.717,1630.459
IND-000520,Sonitpur,Assam,1981,2021.0,False,NEW,4,1981,2011,5263.353,5199.658,63.695,,,,5263.353,5263.307,5263.307,5199.658,,
IND-001194,Sonitpur,Assam,2021,2025.0,False,NEW,1,2021,2021,3445.068,3445.068,0.0,,,,,,,,3445.068,
IND-001375,Sonitpur,Assam,2025,,True,NEW,1,2025,2025,3005.559,3005.559,0.0,,,,,,,,,3005.559
IND-001201,South Salmara Mancachar,Assam,2021,2025.0,False,NEW,1,2021,2021,684.592,684.592,0.0,,,,,,,,684.592,
IND-001376,South Salmara Mancachar,Assam,2025,,True,NEW,1,2025,2025,560.927,560.927,0.0,,,,,,,,,560.927
IND-000529,Tinsukia,Assam,1981,,True,NEW,6,1981,2025,3811.931,3784.522,27.41,,,,3784.538,3784.522,3784.522,3799.924,3810.85,3811.931
IND-000047,Tirap Frontier Tract,Assam,1951,1991.0,False,ANCHOR,4,1951,1981,7144.717,7144.717,0.0,7144.717,7144.717,7144.717,7144.717,,,,,
IND-001072,Udalguri,Assam,2011,,True,NEW,3,2011,2025,2015.152,2014.657,0.495,,,,,,,2015.152,2015.01,2014.657
IND-000024,United Khasi & Jaintia Hills,Assam,1951,1981.0,False,ANCHOR,3,1951,1971,14088.542,14088.542,0.0,14088.542,14088.542,14088.542,,,,,,
IND-000044,United Mikir And North Cachar Hills,Assam,1951,1971.0,False,ANCHOR,2,1951,1961,15178.317,15178.317,0.0,15178.317,15178.317,,,,,,,
IND-001203,West Karbi Anglong,Assam,2021,,True,NEW,2,2021,2025,3073.03,3072.807,0.223,,,,,,,,3072.807,3073.03
IND-000102,Raisen,Bhopal,1951,,True,ANCHOR,9,1951,2025,8488.503,8413.243,75.26,8488.46,8488.46,8488.46,8488.49,8488.503,8488.503,8413.243,8477.301,8477.477
IND-000103,Sehore,Bhopal,1951,1981.0,False,ANCHOR,3,1951,1971,9326.438,9326.438,0.0,9326.438,9326.438,9326.438,,,,,,
IND-000611,Araria,Bihar,1991,,True,NEW,5,1991,2025,2814.249,2759.625,54.625,,,,,2814.249,2814.249,2759.625,2798.724,2790.363
IND-000991,Arwal,Bihar,2011,,True,NEW,3,2011,2025,639.596,626.722,12.874,,,,,,,626.722,639.596,637.812
IND-000545,Aurangabad,Bihar,1981,,True,NEW,6,1981,2025,3327.4,3302.914,24.486,,,,3305.712,3305.741,3305.741,3327.4,3302.914,3306.127
IND-000767,Banka,Bihar,2001,,True,NEW,4,2001,2025,3077.583,3025.627,51.956,,,,,,3033.267,3077.583,3031.547,3025.627
IND-000556,Begusarai,Bihar,1981,,True,NEW,6,1981,2025,1938.175,1885.293,52.882,,,,1938.175,1938.159,1938.159,1885.293,1921.209,1922.974
IND-000114,Bhagalpur,Bihar,1951,2001.0,False,ANCHOR,5,1951,1991,5583.547,5583.502,0.045,5583.547,5583.547,5583.547,5583.547,5583.502,,,,
IND-000766,Bhagalpur,Bihar,2001,,True,NEW,4,2001,2025,2559.174,2550.268,8.906,,,,,,2550.268,2559.174,2554.205,2556.557
IND-000543,Bhojpur,Bihar,1981,2001.0,False,NEW,2,1981,1991,4094.931,4094.918,0.013,,,,4094.931,4094.918,,,,
IND-000771,Bhojpur,Bihar,2001,,True,NEW,4,2001,2025,2434.428,2389.734,44.694,,,,,,2402.187,2434.428,2425.005,2389.734
IND-000772,Buxar,Bihar,2001,,True,NEW,4,2001,2025,1702.619,1665.174,37.444,,,,,,1692.628,1702.619,1665.174,1700.683
IND-000110,Champaran,Bihar,1951,1981.0,False,ANCHOR,3,1951,1971,9204.087,9204.087,0.0,9204.087,9204.087,9204.087,,,,,,
IND-000112,Darbhanga,Bihar,1951,1981.0,False,ANCHOR,3,1951,1971,8702.391,8702.391,0.0,8702.391,8702.391,8702.391,,,,,,
IND-000558,Darbhanga,Bihar,1981,,True,NEW,6,1981,2025,2528.17,2485.634,42.535,,,,2485.653,2485.634,2485.634,2528.17,2508.351,2517.43
IND-000612,Deoghar,Bihar,1991,,True,NEW,5,1991,2025,2485.966,2454.462,31.504,,,,,2460.851,2460.851,2454.462,2483.672,2485.966
IND-000122,Dhanbad,Bihar,1951,2001.0,False,ANCHOR,5,1951,1991,2985.753,2985.75,0.003,2985.752,2985.752,2985.752,2985.753,2985.75,,,,
IND-000628,Dumka,Bihar,1991,2011.0,False,NEW,2,1991,2001,5593.344,5593.344,0.0,,,,,5593.344,5593.344,,,
IND-000107,Gaya,Bihar,1951,1981.0,False,ANCHOR,3,1951,1971,12341.759,12341.759,0.0,12341.759,12341.759,12341.759,,,,,,
IND-000546,Gaya,Bihar,1981,1991.0,False,NEW,1,1981,1981,6555.033,6555.033,0.0,,,,6555.033,,,,,
IND-000613,Gaya,Bihar,1991,,True,NEW,5,1991,2025,4992.511,4968.419,24.092,,,,,4992.511,4992.511,4986.13,4968.926,4968.419
IND-000563,Giridih,Bihar,1981,2001.0,False,NEW,2,1981,1991,7431.419,6879.07,552.349,,,,6879.07,7431.419,,,,
IND-000614,Godda,Bihar,1991,,True,NEW,5,1991,2025,2297.422,2262.388,35.035,,,,,2267.122,2267.122,2297.422,2262.388,2283.23
IND-000550,Gopalganj,Bihar,1981,,True,NEW,6,1981,2025,2039.224,2034.99,4.234,,,,2035.009,2034.99,2034.99,2037.989,2039.224,2036.439
IND-000615,Gumla,Bihar,1991,2011.0,False,NEW,2,1991,2001,9114.965,8562.462,552.503,,,,,8562.462,9114.965,,,
IND-000564,Hazaribag,Bihar,1981,2001.0,False,NEW,2,1981,1991,11159.379,11159.361,0.018,,,,11159.379,11159.361,,,,
IND-000119,Hazaribagh,Bihar,1951,1981.0,False,ANCHOR,3,1951,1971,18038.618,18038.618,0.0,18038.618,18038.618,18038.618,,,,,,
IND-000775,Jamui,Bihar,2001,,True,NEW,4,2001,2025,3101.247,3055.599,45.648,,,,,,3094.787,3055.599,3100.332,3101.247
IND-000616,Jehanabad,Bihar,1991,2011.0,False,NEW,2,1991,2001,1562.307,1562.307,0.0,,,,,1562.307,1562.307,,,
IND-000990,Jehanabad,Bihar,2011,,True,NEW,3,2011,2025,939.017,915.343,23.674,,,,,,,915.343,939.017,937.682
IND-000773,Kaimur (Bhabua),Bihar,2001,,True,NEW,4,2001,2025,3369.548,3338.596,30.952,,,,,,3343.908,3338.596,3368.164,3369.548
IND-000561,Katihar,Bihar,1981,,True,NEW,6,1981,2025,3072.22,3025.055,47.166,,,,3025.058,3025.055,3025.055,3072.22,3037.463,3044.004
IND-000617,Khagaria,Bihar,1991,,True,NEW,5,1991,2025,1492.97,1481.078,11.891,,,,,1481.078,1481.078,1487.691,1492.97,1492.506
IND-000618,Kishanganj,Bihar,1991,,True,NEW,5,1991,2025,1980.565,1920.839,59.726,,,,,1936.151,1936.151,1920.839,1980.565,1929.133
IND-000769,Lakhisarai,Bihar,2001,,True,NEW,4,2001,2025,1295.165,1211.028,84.137,,,,,,1211.028,1295.165,1216.617,1220.712
IND-000619,Lohardaga,Bihar,1991,,True,NEW,5,1991,2025,1579.53,1492.407,87.122,,,,,1492.407,1492.407,1579.53,1501.289,1506.263
IND-000620,Madhepura,Bihar,1991,,True,NEW,5,1991,2025,1813.859,1777.273,36.586,,,,,1813.859,1813.859,1777.273,1798.822,1807.634
IND-000559,Madhubani,Bihar,1981,,True,NEW,6,1981,2025,3502.483,3448.031,54.452,,,,3502.439,3502.483,3502.483,3448.031,3501.111,3501.313
IND-000121,Manbhum (Purulia),Bihar,1951,1961.0,False,ANCHOR,1,1951,1951,7830.042,7830.042,0.0,7830.042,,,,,,,,
IND-000113,Monghyar,Bihar,1951,1981.0,False,ANCHOR,3,1951,1971,10289.112,9825.282,463.83,10289.112,10289.112,9825.282,,,,,,
IND-000562,Munger,Bihar,1981,1991.0,False,NEW,1,1981,1981,7887.116,7887.116,0.0,,,,7887.116,,,,,
IND-000621,Munger,Bihar,1991,2001.0,False,NEW,1,1991,1991,6405.989,6405.989,0.0,,,,,6405.989,,,,
IND-000768,Munger,Bihar,2001,,True,NEW,4,2001,2025,1431.901,1394.745,37.156,,,,,,1431.901,1394.745,1411.533,1411.517
IND-000554,Muzaffarpur,Bihar,1981,,True,NEW,6,1981,2025,3211.645,3167.006,44.638,,,,3167.039,3167.006,3167.006,3211.645,3178.587,3178.867
IND-000111,Muzzaffarpur,Bihar,1951,1981.0,False,ANCHOR,3,1951,1971,7795.514,7795.514,0.0,7795.514,7795.514,7795.514,,,,,,
IND-000542,Nalanda,Bihar,1981,,True,NEW,6,1981,2025,2378.733,2319.445,59.288,,,,2378.733,2378.711,2378.711,2319.445,2354.192,2368.454
IND-000547,Nawada,Bihar,1981,,True,NEW,6,1981,2025,2502.801,2481.129,21.671,,,,2481.129,2481.154,2481.154,2502.801,2492.232,2491.705
IND-000123,Palamau,Bihar,1951,2001.0,False,ANCHOR,5,1951,1991,12750.339,12750.31,0.029,12750.31,12750.31,12750.31,12750.339,12750.333,,,,
IND-000551,Pashchim Champaran,Bihar,1981,,True,NEW,6,1981,2025,5244.378,5229.866,14.512,,,,5236.669,5236.703,5236.703,5244.378,5233.735,5229.866
IND-000622,Pashchimi_Singhbhum,Bihar,1991,2011.0,False,NEW,2,1991,2001,9899.483,9899.483,0.0,,,,,9899.483,9899.483,,,
IND-000106,Patna,Bihar,1951,1981.0,False,ANCHOR,3,1951,1971,5606.5,5606.5,0.0,5606.5,5606.5,5606.5,,,,,,
IND-000541,Patna,Bihar,1981,,True,NEW,6,1981,2025,3308.992,3195.092,113.899,,,,3227.72,3227.727,3227.727,3308.992,3211.663,3195.092
IND-000552,Purbi Champaran,Bihar,1981,,True,NEW,6,1981,2025,3996.694,3967.517,29.177,,,,3967.542,3967.517,3967.517,3996.694,3970.034,3972.129
IND-000623,Purbi_Singhbhum,Bihar,1991,,True,NEW,5,1991,2025,3569.516,3551.662,17.854,,,,,3569.516,3569.516,3551.662,3562.55,3555.431
IND-000117,Purnea,Bihar,1951,1981.0,False,ANCHOR,3,1951,1971,11445.679,10980.48,465.199,11445.679,10980.48,10980.48,,,,,,
IND-000560,Purnia,Bihar,1981,1991.0,False,NEW,1,1981,1981,7955.404,7955.404,0.0,,,,7955.404,,,,,
IND-000624,Purnia,Bihar,1991,,True,NEW,5,1991,2025,3229.398,3205.114,24.284,,,,,3205.114,3205.114,3220.08,3222.082,3229.398
IND-000120,Ranchi,Bihar,1951,1991.0,False,ANCHOR,4,1951,1981,18258.419,18258.415,0.004,18258.419,18258.419,18258.419,18258.415,,,,,
IND-000625,Ranchi,Bihar,1991,2011.0,False,NEW,2,1991,2001,7651.219,7651.219,0.0,,,,,7651.219,7651.219,,,
IND-000544,Rohtas,Bihar,1981,2001.0,False,NEW,2,1981,1991,7225.165,7225.163,0.001,,,,7225.163,7225.165,,,,
IND-000774,Rohtas,Bihar,2001,,True,NEW,4,2001,2025,3881.222,3843.737,37.485,,,,,,3881.222,3861.782,3843.737,3846.643
IND-000115,Saharsa,Bihar,1951,1991.0,False,ANCHOR,4,1951,1981,5894.936,5431.104,463.832,5431.104,5431.104,5894.935,5894.936,,,,,
IND-000626,Saharsa,Bihar,1991,2001.0,False,NEW,1,1991,1991,4081.159,4081.159,0.0,,,,,4081.159,,,,
IND-000765,Saharsa,Bihar,2001,,True,NEW,4,2001,2025,1709.917,1664.97,44.946,,,,,,1664.97,1709.917,1668.572,1668.342
IND-000627,Sahibganj,Bihar,1991,2001.0,False,NEW,1,1991,1991,3930.903,3930.903,0.0,,,,,3930.903,,,,
IND-000557,Samastipur,Bihar,1981,,True,NEW,6,1981,2025,2714.29,2600.007,114.283,,,,2714.225,2714.29,2714.29,2600.007,2686.5,2673.874
IND-000118,Santhal Parganas,Bihar,1951,1991.0,False,ANCHOR,4,1951,1981,14252.123,14252.123,0.0,14252.123,14252.123,14252.123,14252.123,,,,,
IND-000109,Saran,Bihar,1951,1981.0,False,ANCHOR,3,1951,1971,6902.697,6902.697,0.0,6902.697,6902.697,6902.697,,,,,,
IND-000548,Saran,Bihar,1981,,True,NEW,6,1981,2025,2680.937,2638.686,42.251,,,,2650.875,2650.862,2650.862,2638.686,2680.937,2641.11
IND-000108,Shahabad,Bihar,1951,1981.0,False,ANCHOR,3,1951,1971,11320.008,11320.008,0.0,11320.008,11320.008,11320.008,,,,,,
IND-000770,Sheikhpura,Bihar,2001,2011.0,False,NEW,1,2001,2001,668.434,668.434,0.0,,,,,,668.434,,,
IND-000989,Sheikhpura,Bihar,2011,2021.0,False,NEW,1,2011,2011,642.704,642.704,0.0,,,,,,,642.704,,
IND-001133,Sheikhpura,Bihar,2021,,True,NEW,2,2021,2025,690.014,678.577,11.437,,,,,,,,690.014,678.577
IND-000762,Sheohar,Bihar,2001,,True,NEW,4,2001,2025,447.083,441.819,5.263,,,,,,444.167,447.083,441.819,444.556
IND-000124,Singhbhum,Bihar,1951,1961.0,False,ANCHOR,1,1951,1951,11930.185,11930.185,0.0,11930.185,,,,,,,,
IND-000374,Singhbhum,Bihar,1961,1991.0,False,NEW,3,1961,1981,13469.033,13468.992,0.041,,13468.992,13468.992,13469.033,,,,,
IND-000553,Sitamarhi,Bihar,1981,2001.0,False,NEW,2,1981,1991,2623.221,2623.19,0.031,,,,2623.19,2623.221,,,,
IND-000763,Sitamarhi,Bihar,2001,,True,NEW,4,2001,2025,2191.741,2154.602,37.14,,,,,,2179.076,2154.602,2191.741,2189.649
IND-000549,Siwan,Bihar,1981,,True,NEW,6,1981,2025,2226.315,2214.552,11.763,,,,2216.615,2216.634,2216.634,2226.315,2214.552,2220.294
IND-000764,Supaul,Bihar,2001,,True,NEW,4,2001,2025,2464.737,2416.314,48.423,,,,,,2416.314,2464.737,2418.913,2421.49
IND-000555,Vaishali,Bihar,1981,,True,NEW,6,1981,2025,2037.717,1988.878,48.838,,,,2005.246,2005.234,2005.234,2015.426,1988.878,2037.717
IND-000104,Bilaspur,Bilaspur,1951,,True,ANCHOR,9,1951,2025,1196.339,1162.705,33.634,1162.705,1162.705,1162.705,1162.705,1162.76,1162.76,1196.339,1165.81,1165.718
IND-000157,Ahmadnagar,Bombay,1951,,True,ANCHOR,9,1951,2025,17123.062,17095.804,27.258,17123.055,17123.055,17123.055,17123.062,17123.025,17123.025,17098.676,17099.12,17095.804
